RID,SID,text,polarity,category,target 
1229,1229:0,Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz :,positive,AMBIENCE#GENERAL,bahce
1229,1229:1,) biz burayi cok sevdik cok romantik cok tatli.,positive,AMBIENCE#GENERAL,NULL
1229,1229:1,) biz burayi cok sevdik cok romantik cok tatli.,positive,RESTAURANT#GENERAL,burayi
1229,1229:2,Tek kusuru masalar biraz yakin birbirine.,negative,AMBIENCE#GENERAL,masalar
1229,1229:3,Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik.,positive,DRINKS#QUALITY,Kirmizi limonata
1229,1229:3,Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik.,positive,DRINKS#QUALITY,limon vitamin
1229,1229:4,Mutlaka gelin gorun.,positive,RESTAURANT#GENERAL,NULL
1230,1230:0,Manzarasi mukkemmel denize sifir olmasi sebebiyle.,positive,AMBIENCE#GENERAL,Manzarasi
1230,1230:1,Bahcesi huzurlu.,positive,AMBIENCE#GENERAL,Bahcesi
1230,1230:2,İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum.,negative,AMBIENCE#GENERAL,İcerisi
1230,1230:3,Self servis olayi sıkıcı.,negative,SERVICE#GENERAL,Self servis
1230,1230:4,Bir yandan iyi pesinizde dolanan garsonlar yok.,positive,SERVICE#GENERAL,garsonlar
1230,1230:5,Girip hava almak icin oturabilceginiz br yer.,positive,AMBIENCE#GENERAL,yer
1231,1231:0,"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor.",positive,AMBIENCE#GENERAL,kokuyor
1231,1231:0,"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor.",positive,AMBIENCE#GENERAL,mekan
1231,1231:1,Ama kalabalık ve gürültüden dolayı çok fazla duramadık.,negative,AMBIENCE#GENERAL,NULL
1232,1232:0,Eski performansini ariyoruz - Baslarda müptelasi oldugum ama son zamanlarda kalitesi oldukça düsen bir mekan.,negative,RESTAURANT#GENERAL,mekan
1232,1232:1,Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,positive,FOOD#QUALITY,NULL
1232,1232:1,Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,negative,FOOD#QUALITY,lezzeti
1233,1233:0,En iyi konumlu ögretmenevi!,positive,LOCATION#GENERAL,konumlu
1233,1233:1,"- Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis.",neutral,RESTAURANT#GENERAL,tesis
1233,1233:2,"Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün.",positive,RESTAURANT#PRICES,fiyat
1233,1233:3,Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!,positive,AMBIENCE#GENERAL,NULL
1233,1233:3,Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!,negative,SERVICE#GENERAL,self servis
1234,1234:0,"Tamam yemekler guzel de, pilav da kurufasulye de soguk!",negative,FOOD#STYLE_OPTIONS,pilav da kurufasulye de
1234,1234:0,"Tamam yemekler guzel de, pilav da kurufasulye de soguk!",positive,FOOD#QUALITY,yemekler
1234,1234:1,"Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin.",negative,SERVICE#GENERAL,servis
1234,1234:2,"Bir kere gittim, bir daha gitmem.",negative,RESTAURANT#GENERAL,NULL
1235,1235:0,Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir!,positive,AMBIENCE#GENERAL,sohbet ortamlari
1235,1235:0,Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir!,positive,FOOD#QUALITY,Lezzet
1235,1235:2,Pazar kahvaltilari benim Için mabeyin'dir.,positive,FOOD#QUALITY,Pazar kahvaltilari
1236,1236:0,Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef.,negative,FOOD#QUALITY,mezeler
1236,1236:1,Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi.,negative,SERVICE#GENERAL,valenin
1236,1236:1,Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi.,negative,RESTAURANT#PRICES,hesapta
1236,1236:2,Begenmedim malesef.,negative,RESTAURANT#GENERAL,NULL
1237,1237:0,"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü.",negative,FOOD#QUALITY,yemeği
1237,1237:0,"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü.",negative,SERVICE#GENERAL,servis
1237,1237:1,Menünün hiç bir özelliği yok.,negative,FOOD#STYLE_OPTIONS,Menünün
1237,1237:2,"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",negative,RESTAURANT#PRICES,müşteri
1237,1237:2,"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",negative,RESTAURANT#GENERAL,yerlerden
1237,1237:2,"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",negative,FOOD#STYLE_OPTIONS,kafe yemekleriyle
1238,1238:0,Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var :,positive,AMBIENCE#GENERAL,iç dizaynını
1238,1238:0,Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var :,negative,AMBIENCE#GENERAL,kış aylarında
1238,1238:1,( 4 tarafı cam olduğu için yeterince ısıtamıyorlar.,negative,AMBIENCE#GENERAL,NULL
1238,1238:2,Yılbaşı için 100 liraya sınırsız yabancı alkollü bir etkinlikleri olması da çok güzel :,positive,DRINKS#STYLE_OPTIONS,yabancı alkollü
1239,1239:0,Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki.,positive,FOOD#QUALITY,yemekleri
1239,1239:0,Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki.,negative,FOOD#QUALITY,Hamburgerini
1239,1239:1,Sürekli kalabalık olan bir mekan.,negative,AMBIENCE#GENERAL,mekan
1239,1239:3,Kadıköydeki gözde mekanlardan biri,positive,RESTAURANT#GENERAL,mekanlardan
1240,1240:0,Çay denilince akla ilk gelen yer:,positive,RESTAURANT#GENERAL,yer
1240,1240:1,)) 60'a yakın çeşitte çaydan birini mutlaka seviceksiniz:,positive,DRINKS#STYLE_OPTIONS,çaydan
1240,1240:2,) ben karamel aramalı çayı çok sevdim adını hatırlamasamda siz içinde karamel var dediğinizde tek gelicek o olucaktır:,positive,DRINKS#QUALITY,karamel aramalı çayı
1240,1240:3,)) mekan inanılmaz keyifli içerdeki koltuklardan kalkmak istemiyor insan:,positive,AMBIENCE#GENERAL,mekan
1241,1241:0,Kesinlikle verdiğim puanı hakeden bir mekan.,positive,RESTAURANT#GENERAL,mekan
1241,1241:1,Küçük şirin bir konsepte sahip.,positive,AMBIENCE#GENERAL,konsepte
1241,1241:2,Pizza Fagotto favori lezzetim ve daha iyisini yiyene kadar benim için en iyi pizza bu.,positive,FOOD#QUALITY,Pizza Fagotto
1242,1242:0,Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini...,negative,RESTAURANT#GENERAL,kalite
1242,1242:1,Yakinlarda gittim servis berbat.,negative,SERVICE#GENERAL,servis
1242,1242:2,"Fiyat yüksek, kart geçmiyor...",negative,RESTAURANT#PRICES,Fiyat
1242,1242:3,Yine de sorbe dondurmasi güzeldir.,positive,FOOD#QUALITY,sorbe dondurmasi
1243,1243:0,Kısıklı'ya yakın olan mekanın Şatobiryan isimli etini deneyin.,positive,FOOD#QUALITY,Şatobiryan isimli etini
1243,1243:2,Özel bir sunumla masanıza geliyor.,positive,FOOD#STYLE_OPTIONS,sunumla
1243,1243:3,Bir de mantar çanakları denenebilir.,positive,FOOD#QUALITY,mantar çanakları
1244,1244:0,"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",positive,FOOD#STYLE_OPTIONS,yiyecekleri
1244,1244:0,"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",positive,FOOD#QUALITY,lezzetler
1244,1244:0,"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",positive,AMBIENCE#GENERAL,manzara
1244,1244:0,"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",positive,FOOD#PRICES,fiyatlari
1244,1244:1,Halka açik olmasi ise son derece güzel.,positive,RESTAURANT#GENERAL,Halka açik olmasi
1244,1244:2,Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.,positive,RESTAURANT#GENERAL,yerlerden
1244,1244:2,Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.,negative,AMBIENCE#GENERAL,yer bulamamak
1245,1245:0,Hisarustu'ndeki en genis mekan olmasina ragmen ferah bir yer degil.,negative,AMBIENCE#GENERAL,yer
1245,1245:1,"Kalabalik gruplar icin uygun, bu acidan buyuk avantaj sagliyor.",positive,AMBIENCE#GENERAL,NULL
1245,1245:2,Belli bir saate kadar bistro seklinde olusu da guzel.,positive,RESTAURANT#GENERAL,bistro seklinde olusu
1245,1245:3,Yazin camekan olmasi hos ancak kisin donmustuk.,positive,AMBIENCE#GENERAL,camekan olmasi
1245,1245:3,Yazin camekan olmasi hos ancak kisin donmustuk.,negative,AMBIENCE#GENERAL,NULL
1245,1245:4,Ilk kez kıs gecirmesinden midir bilmem ama su da akiyordu tepemizden.,negative,AMBIENCE#GENERAL,NULL
1246,1246:0,"Kendi biralarindan denenmeli, guzel biralar vardi.",positive,DRINKS#QUALITY,biralar
1246,1246:1,Isterseniz denemek icin farkli biralardan kucuk bardaklarda alabiliyorsunuz.,positive,DRINKS#STYLE_OPTIONS,biralardan
1246,1246:2,"Keyifli bir ortam ve cok da kalabalik degildi, tavsiye edilir",positive,AMBIENCE#GENERAL,ortam
1247,1247:1,"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",positive,DRINKS#STYLE_OPTIONS,Alkol
1247,1247:1,"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",positive,SERVICE#GENERAL,barmeni
1247,1247:1,"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",positive,AMBIENCE#GENERAL,müşteri profili
1247,1247:1,"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",positive,AMBIENCE#GENERAL,dekorasyonu
1247,1247:1,"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",positive,FOOD#QUALITY,yemekleri
1247,1247:2,"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",positive,SERVICE#GENERAL,Çalışanların
1247,1247:2,"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",positive,SERVICE#GENERAL,sahibinin
1247,1247:2,"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",positive,SERVICE#GENERAL,işletmecinin
1247,1247:3,Her daim gidilebilecek bir mekan.,positive,RESTAURANT#GENERAL,mekan
1248,1248:0,Kadıköy'ün kemik mekanı.,positive,RESTAURANT#GENERAL,mekanı
1248,1248:1,Hep klasik kaliteyi bulabilmeniz mümkün.,positive,RESTAURANT#GENERAL,kaliteyi
1248,1248:2,Hafta sonu kahvaltısı için de gönül rahatlığıyla tercih edebileceğiniz bir mekan,positive,FOOD#QUALITY,Hafta sonu kahvaltısı
1249,1249:0,Ramazan ayında gitme fırsatı buldum yeşillik içinde hoş ve düzgün bir mekan.,positive,AMBIENCE#GENERAL,mekan
1249,1249:1,İftar öncesi ve sonrasında güzel müzik ziyafeti sundular.,positive,AMBIENCE#GENERAL,müzik
1249,1249:2,Esas konumuz olan yemeklere gelince çok pozitif olamaycağım.,negative,FOOD#QUALITY,yemeklere
1249,1249:3,ben aynı fiyatlara çok daha lezzetli yemekler yiyorum bu şehirde.,negative,FOOD#QUALITY,yemekler
1250,1250:0,Mekanı bilmeyeniniz yoktur.,neutral,RESTAURANT#GENERAL,Mekanı
1250,1250:1,"Kız kulesi karşısında eşşsiz bir manzara , meşhur olduktan sonra tabiki her yer gibi lezzet kalitesi düşüyor.",negative,FOOD#QUALITY,lezzet kalitesi
1250,1250:1,"Kız kulesi karşısında eşşsiz bir manzara , meşhur olduktan sonra tabiki her yer gibi lezzet kalitesi düşüyor.",positive,AMBIENCE#GENERAL,manzara
1251,1251:0,"Telefonla aradığımda rezervasyon alamıyoruz deyip, oraya gittiğimde istediğim masaya ""orası rezerve beyefendi"" diyerek oturtmayan, insanları görünüşüne göre açıkça tersleyen ukala ve sevimsiz garsonlara sahip.",negative,SERVICE#GENERAL,garsonlara
1251,1251:1,Big Chefs isminin verdiği güven ve muhitinde rakibi olmaması yüzünden sürekli dolu olabilir ama böyle giderlerse çok müşteri kaybederler.,negative,SERVICE#GENERAL,müşteri
1252,1252:0,Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi.,positive,FOOD#QUALITY,Hamburgerlerini
1252,1252:0,Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi.,negative,RESTAURANT#GENERAL,NULL
1252,1252:1,Bir kez daha sans vereceğim.,neutral,RESTAURANT#GENERAL,NULL
1252,1252:2,"Servisi bazen iyi, bazen kötü.",neutral,SERVICE#GENERAL,Servisi
1252,1252:3,Mekan tasarımı iyi.,positive,AMBIENCE#GENERAL,Mekan tasarımı
1253,1253:1,Ikisi de birbirinden lezzetli.,positive,FOOD#QUALITY,Ikisi de
1253,1253:2,Hatta sanirim hayatimda yedigim en lezzetli Tavuk Gögsü'nü yedim.,positive,FOOD#QUALITY,Tavuk Gögsü'nü
1253,1253:4,) Bu arada hizli servis için tesekkür ediyoruz.,positive,SERVICE#GENERAL,servis
1253,1253:5,Tatli krizi ancak böyle sahane bastirilabilirdi.,positive,FOOD#QUALITY,Tatli
1254,1254:0,mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,neutral,SERVICE#GENERAL,ilgi
1254,1254:0,mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,negative,RESTAURANT#PRICES,fiyatlar
1254,1254:0,mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,positive,RESTAURANT#GENERAL,NULL
1254,1254:0,mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,positive,RESTAURANT#GENERAL,mekan
1254,1254:0,mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,positive,DRINKS#QUALITY,içecekler
1254,1254:0,mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,positive,FOOD#QUALITY,kuzu bonfilesi
1255,1255:0,gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,positive,LOCATION#GENERAL,konumu
1255,1255:0,gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,negative,RESTAURANT#PRICES,fiyatlar
1255,1255:0,gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,negative,AMBIENCE#GENERAL,mekan
1256,1256:0,Servisi ve yemekleri bu kadar kötü restorant bulmak istanbulda zor olsa gerek.,negative,SERVICE#GENERAL,Servisi
1256,1256:0,Servisi ve yemekleri bu kadar kötü restorant bulmak istanbulda zor olsa gerek.,negative,FOOD#QUALITY,yemekleri
1256,1256:1,"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",negative,FOOD#QUALITY,kebaplari
1256,1256:1,"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",negative,SERVICE#GENERAL,garsonu
1256,1256:1,"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",negative,RESTAURANT#PRICES,fiyatiyla
1256,1256:2,Belediye bu isletmenin ruhsatini acil olarak iptal etmelidir.,negative,RESTAURANT#GENERAL,isletmenin
1257,1257:0,Herseyi birakin manzarasi yeter zaten.,positive,AMBIENCE#GENERAL,manzarasi
1257,1257:1,Denize sifir hatta oyle ki gecen gemilerden dolayi olusan dalgalar sizi islatir mi acaba diye bir korkuya kapiliyorsunuz ;) kahve ic manzarayi yani bogazi seyret yetti de artti bile.,positive,AMBIENCE#GENERAL,manzarayi
1258,1258:0,Sadece manzarası başka bence artı değeri yok.,positive,AMBIENCE#GENERAL,manzarası
1258,1258:0,Sadece manzarası başka bence artı değeri yok.,negative,RESTAURANT#GENERAL,NULL
1258,1258:1,O da eğer yer bulabilirseniz.,negative,SERVICE#GENERAL,yer
1258,1258:2,Çalışanları çok kaba.,negative,SERVICE#GENERAL,Çalışanları
1258,1258:3,Sizi saatlerce sırada bekletip önünüze başkalarını alabiliyor.,negative,SERVICE#GENERAL,sırada
1258,1258:4,Passion fruit'lu dondurması ve içeceğini beğendim.,positive,DRINKS#QUALITY,içeceğini
1258,1258:4,Passion fruit'lu dondurması ve içeceğini beğendim.,positive,FOOD#QUALITY,Passion fruit'lu dondurması
1258,1258:5,Aşşk-ı Memnu vasat bir tada sahip bence.,neutral,FOOD#QUALITY,Aşşk-ı Memnu
1258,1258:6,Bir daha gider miyim?,neutral,RESTAURANT#GENERAL,NULL
1259,1259:0,Fena değil ama menemen için fiyat yüksek.,neutral,FOOD#QUALITY,menemen
1259,1259:0,Fena değil ama menemen için fiyat yüksek.,negative,FOOD#PRICES,fiyat
1259,1259:1,"Bu arada porsiyon da oldukça büyük, iki kişiye rahatlıkla yeter.",positive,FOOD#STYLE_OPTIONS,porsiyon
1259,1259:2,Çok sulu olduğu için zaten bol ekmekle yeniyor.,neutral,FOOD#STYLE_OPTIONS,NULL
1260,1260:0,Tam anlamiyla harika bir mekan ic mekan konseptiyle tam kis mevsimine uygun ozellikle kisin kahvalti icin guzel bir mekan ariyorsaniz buraya bi ugrayin derim,positive,AMBIENCE#GENERAL,mekan
1260,1260:0,Tam anlamiyla harika bir mekan ic mekan konseptiyle tam kis mevsimine uygun ozellikle kisin kahvalti icin guzel bir mekan ariyorsaniz buraya bi ugrayin derim,positive,AMBIENCE#GENERAL,ic mekan konseptiyle
1261,1261:1,Özellikle güzel bir havada gidiyorsanız deniz kıyısındaki masalarında oturmak için epey bi sıra bekleyebilirsiniz.,negative,SERVICE#GENERAL,sıra
1261,1261:2,"Mekan küçük ama şirin, aşk-ı memnu'yu daha önce hiç bitiremedim ama gerçekten çok güzel bir tadı var.",positive,FOOD#QUALITY,aşk-ı memnu'yu
1261,1261:2,"Mekan küçük ama şirin, aşk-ı memnu'yu daha önce hiç bitiremedim ama gerçekten çok güzel bir tadı var.",positive,AMBIENCE#GENERAL,Mekan
1261,1261:3,"Servis sıkıntılıydı, sevemedim.",negative,SERVICE#GENERAL,Servis
1261,1261:4,Ayrıca bahsettiğim meşhur tatlı 21 tl,neutral,FOOD#PRICES,tatlı
1262,1262:0,Aslında doymuştuk ama gözümüzün açlığından patatesli mantısını da denedik gayet iyiydi ama ekstra bir özelliği yoktu.,neutral,FOOD#QUALITY,patatesli mantısını
1262,1262:1,İçerisi biraz yemek kokuyordu ve çalışanlarında gereksiz bir negatif enerji vardı.,negative,SERVICE#GENERAL,çalışanlarında
1262,1262:1,İçerisi biraz yemek kokuyordu ve çalışanlarında gereksiz bir negatif enerji vardı.,negative,AMBIENCE#GENERAL,kokuyordu
1262,1262:2,İnşallah sadece o güne özgü bir negatifliktir çünkü Fıccın'ın tadı damağımda yine gitmek gerek.,negative,RESTAURANT#GENERAL,NULL
1262,1262:2,İnşallah sadece o güne özgü bir negatifliktir çünkü Fıccın'ın tadı damağımda yine gitmek gerek.,positive,RESTAURANT#GENERAL,Fıccın'ın
1262,1262:3,Fiyatlar gayet uygun.,positive,RESTAURANT#PRICES,Fiyatlar
1263,1263:0,Bu civarda güzel kahvaltı edilecek yerlerden diye girdik ama durum pek öyle olmadı.,negative,RESTAURANT#GENERAL,yerlerden
1263,1263:1,Menemeni güzel denebilir.,positive,FOOD#QUALITY,Menemeni
1263,1263:2,Ama kahvaltı seçenekleri zayıf zira fotoğraftaki sözde zengin kahvaltı tabağı karar sizin.,negative,FOOD#STYLE_OPTIONS,kahvaltı
1263,1263:3,Zengini buysa normali nasıl olur.,negative,FOOD#STYLE_OPTIONS,NULL
1264,1264:0,Çok övülüp merak ettiğimiz ama yine pişman olduğumuz bir yer.,negative,RESTAURANT#GENERAL,yer
1264,1264:1,Bu kadar popülersin o kötü durumdaki mekanı tadilattan geçirmek çok mu zor.,negative,AMBIENCE#GENERAL,mekanı
1264,1264:2,Adıyla meşhur menemen yiyeyim dedim domates kabuğu ayıklamaktan hiçbir şey anlamadım.,negative,FOOD#QUALITY,menemen
1264,1264:3,O kabukları soymak ne kadar zor ki?,negative,FOOD#STYLE_OPTIONS,kabukları
1264,1264:5,Sucuklu yumurtasında da sucuklar fazla pişmişti.,negative,FOOD#QUALITY,Sucuklu yumurtasında
1265,1265:0,Herşeyine kefil Olduğum bir mekan.,positive,RESTAURANT#GENERAL,mekan
1265,1265:1,Garsonlarından aşçılarına kadar çok iyiler burada yediğiniz yemekler ve tabakların taklidi bulabilirsiniz ama bu tadı başka yerde bulamazsınız kardeşler keep calm and eat from Happy Moons,positive,FOOD#QUALITY,tadı
1265,1265:1,Garsonlarından aşçılarına kadar çok iyiler burada yediğiniz yemekler ve tabakların taklidi bulabilirsiniz ama bu tadı başka yerde bulamazsınız kardeşler keep calm and eat from Happy Moons,positive,SERVICE#GENERAL,Garsonlarından
1266,1266:0,"Adı üzerinde ""menemeni"" ile ünlü, sıcak, samimi, esnaf restoranı.",positive,AMBIENCE#GENERAL,esnaf restoranı
1266,1266:1,"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",positive,FOOD#QUALITY,balı
1266,1266:1,"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",negative,DRINKS#QUALITY,çayı
1266,1266:1,"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",positive,FOOD#QUALITY,Menemeni
1266,1266:2,Karşısında da lokantası bulunuyor ama ben size derim ki gidin menemen ve bal kaymakla güzel bir kahvaltı yapın.,positive,FOOD#QUALITY,kahvaltı
1266,1266:3,"Fiyatlar da gayet uygun, ortalamanın altında.",positive,RESTAURANT#PRICES,Fiyatlar
1267,1267:0,"Sampi, avarajda olsa da, otobüs yolculuğu yapanların mutlaka uğradığı yerdir.",neutral,RESTAURANT#GENERAL,Sampi
1267,1267:1,"Pideleri çeşitli, daha çok Karadeniz pidesi türünde.",positive,FOOD#STYLE_OPTIONS,Pideleri
1267,1267:2,"Özellikle gitmekten öte, denk gelince gidileceklerden bence.",neutral,RESTAURANT#GENERAL,NULL
1268,1268:0,Happy moon's ların yüz karası.,negative,RESTAURANT#GENERAL,Happy moon's
1268,1268:1,Çalışanlar çok kötü.,negative,SERVICE#GENERAL,Çalışanlar
1268,1268:2,Lezzet sıfır.,negative,FOOD#QUALITY,Lezzet
1268,1268:3,Menüde alkol bulundurmayan tek gereksiz happy moon's.,negative,DRINKS#STYLE_OPTIONS,alkol
1268,1268:4,Olduğu sokaktaki siz masada yemek yerken ki yanınıza yapışanlarla da mücedele edemesi cabası.,negative,LOCATION#GENERAL,sokaktaki
1269,1269:0,Kis aylarinda tercih sebebi - Özellikle kisin bu kütük evde sahlep içmek oldukça güzeldir.,positive,AMBIENCE#GENERAL,sahlep
1269,1269:0,Kis aylarinda tercih sebebi - Özellikle kisin bu kütük evde sahlep içmek oldukça güzeldir.,positive,AMBIENCE#GENERAL,kütük evde
1269,1269:1,Aparatifleri de açliginizi yaristirmak için birebirdir.,positive,FOOD#QUALITY,Aparatifleri
1269,1269:2,Nargilesi de mevcut olan mekan genelde hep doludur.,positive,DRINKS#STYLE_OPTIONS,Nargilesi
1270,1270:0,Kuru fasülye için tercih etmek gerek diye düsünülsede tereyagli pilavi çok daha dogal.,positive,FOOD#QUALITY,tereyagli pilavi
1270,1270:1,Kuru hakikaten lezzetli ama içindeki yagin margarin oldugunu hissediyorum.,positive,FOOD#QUALITY,Kuru
1270,1270:1,Kuru hakikaten lezzetli ama içindeki yagin margarin oldugunu hissediyorum.,negative,FOOD#QUALITY,içindeki yagin
1270,1270:2,Bu lezzetlerin yaninda verilen küçük aci biberler bence sofranin favorisi.,positive,FOOD#STYLE_OPTIONS,küçük aci biberler
1271,1271:0,((( hayal kirikligi - Uzunlar'a ilk gittigimdeki tadi ikinci gidisimde bulamadim...,negative,FOOD#QUALITY,tadi
