RID,SID,text,polarity,category
1166,1166:3,Manzarasına zaten diyecek tek bir kelime yok.,positive,RESTAURANT#GENERAL
1166,1166:4,Böyle bir yerin tabi ki fiyatları Pahalı.,positive,FOOD#STYLE_OPTIONS
1166,1166:5,"Garsonlar ilgili, yemekler güzel",negative,RESTAURANT#PRICES
1167,1167:0,Tuzlanın meşhur balıkçısı.,negative,RESTAURANT#GENERAL
1167,1167:1,Eskiye nazaran kalitesi oldukça düşük.,negative,SERVICE#GENERAL
1167,1167:2,Eskiden mekan daha ufak sınırlı sayıda müşteriye hizmet eden ama kalitesini bozmayan bir yerdi.,NULL,NULL
1167,1167:3,Maalesef son 1 senede kalitesinde ve serviste epey sıkıntılı.,NULL,NULL
1168,1168:0,Tatlilari da denenmeli bence.,positive,AMBIENCE#GENERAL
1168,1168:1,Manzarasi da ayrica güzeldir.,positive,FOOD#QUALITY
1169,1169:0,Plaza insanı için öğle yemeklerinde bir alternatif kanımca.,negative,FOOD#PRICES
1169,1169:1,Değişiklik aradığımızda gidip pek de değilik bir şey yeniyoruz aslında.,positive,RESTAURANT#GENERAL
1169,1169:2,Ev yemeklerini hakettiğinden pahalıya sattıklarını düşünüyorum.,NULL,NULL
1170,1170:0,Göksunun kenarında çok şirin bir yer.,conflict,AMBIENCE#GENERAL
1170,1170:1,Yemekleri de gayet lezzetliydi.,positive,FOOD#QUALITY
1170,1170:2,Görselliğe pek önem vermedikleri aşikar yine de.,positive,SERVICE#GENERAL
1170,1170:3,Ama hizmet konusunda on puan veriyorum,NULL,NULL
1171,1171:0,Uzun zamandan sonra yediğim en güzel kofte idi.,positive,RESTAURANT#GENERAL
1171,1171:1,hamburgerde çok güzeldi.,positive,FOOD#QUALITY
1171,1171:2,roka salatası Güveçte mantarda başarılı idi.,NULL,NULL
1171,1171:3,biz kahvaltısında denemek üzere tekrar geliriz,NULL,NULL
1172,1172:0,İstanbul'da daha fazla olması istenen mekanlardan.,positive,RESTAURANT#PRICES
1172,1172:1,Dizaynı güzel.,positive,AMBIENCE#GENERAL
1172,1172:2,Kalabalık olduğunda bile çevrenizdeki masalarla iç içe hissettirmeyecek kadar ferah.,positive,RESTAURANT#GENERAL
1172,1172:3,Özellikle Boğaziçi Üniversitesi öğrencilerinin sıkça uğraması gereken bir mekan.,negative,FOOD#STYLE_OPTIONS
1172,1172:4,Yemek menüsü geliştirilebilir.,NULL,NULL
1172,1172:5,Fiyatlar gayet uygun.,NULL,NULL
1173,1173:0,Quattro Stagioni ve Orto'yu denedik ancak beklentilerimizin altında kaldı.,positive,AMBIENCE#GENERAL
1173,1173:1,Pizzalarından ziyade tiramusu çok daha başarılı.,conflict,FOOD#QUALITY
1173,1173:2,Bir de dükkanın minyatür haldeki maketi çok tatlı.,NULL,NULL
1174,1174:0,Cok fazla kisiye servis yapildigi icin cok basarili bulmuyorum mezeler dunden kalma gibi etler cok guzel degil yanliz adana kebabi fena degil ama daha iyileri oldugu icin baska yerde denemede fayda var,negative,AMBIENCE#GENERAL
1174,NULL,NULL,negative,FOOD#QUALITY
1174,NULL,NULL,negative,SERVICE#GENERAL
1175,1175:0,Orta...,negative,FOOD#QUALITY
1175,1175:1,- Ambiansi hos.,positive,AMBIENCE#GENERAL
1175,1175:2,"Yemekleri basarili bulmuyorum, burgerler lezzetsiz, fajita için kullandiklari et uygun degil.",neutral,RESTAURANT#GENERAL
1175,1175:3,Genelde çok kalabalik oldugu için de servis kosturmaca içinde yapiliyor.,negative,SERVICE#GENERAL
1176,1176:0,Kadıköy'de yemek yenecek en iyi yerlerden birisi Happy Moon's.,positive,AMBIENCE#GENERAL
1176,1176:1,Günün her saatinde gelinebilir.,positive,RESTAURANT#GENERAL
1176,1176:2,Servis hızlı sayılır mekan dekorasyonu gerçekten güzel.,positive,FOOD#QUALITY
1176,NULL,NULL,positive,SERVICE#GENERAL
1177,1177:0,Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim.,negative,DRINKS#QUALITY
1177,1177:1,Peynirli omlet ve menemen lezzetliydi ama patates kizartmasi fazla yag cekmisti.,positive,AMBIENCE#GENERAL
1177,1177:2,Gelen kahveler de maalesef sogumustu.,conflict,FOOD#QUALITY
1177,NULL,NULL,negative,SERVICE#GENERAL
1178,1178:0,Abartildigini düsünüyorum.,negative,AMBIENCE#GENERAL
1178,1178:1,Getirilen patates kizartmasi için kullanilan yag kaçinci kere kullanilmissa üzerinde siyahlasmis yag kalintilari vardi ve patatesler birakin çitir olmayi hamur gibiydi.,negative,FOOD#QUALITY
1178,1178:2,Domates/salatalik sögüs beklemekten pörsümüstü.,negative,RESTAURANT#GENERAL
1178,1178:3,Etrafta kaotik bir hareketlilik yasanmasi yediginizden keyif almanizi zorlastiriyor.,negative,FOOD#STYLE_OPTIONS
1178,1178:4,Üzerine ortalama bir döner olunca ben tekrar gidecegimi sanmam.,NULL,NULL
1179,1179:0,Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,negative,RESTAURANT#PRICES
1179,NULL,NULL,positive,AMBIENCE#GENERAL
1179,NULL,NULL,positive,FOOD#QUALITY
1179,NULL,NULL,positive,RESTAURANT#GENERAL
1180,1180:0,nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,positive,LOCATION#GENERAL
1180,NULL,NULL,positive,FOOD#QUALITY
1181,1181:0,Çengelköy'ün salaş Çınaraltı kahvaltısı dışında muhteşem bir alternatif.,positive,AMBIENCE#GENERAL
1181,1181:1,Mekanın içine cidden emek harcandığı her halinden belli.,positive,FOOD#QUALITY
1181,1181:2,"Ne kadar yoğun olursa olsun, servis hızlı yenilen her şey çok lezzetli.",positive,SERVICE#GENERAL
1181,1181:3,Pastırmalı yumurta konusunda hala gönlümün tek sultanıdır Sütiş.,NULL,NULL
1182,1182:0,Hasan Kolcuoğlu çok pahalı diyemem ama hesap yüksek sayılır; ayrıca sözde açık ama aslında kapalı alanında sigara içiliyor.,negative,RESTAURANT#PRICES
1182,1182:1,"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.",negative,AMBIENCE#GENERAL
1182,1182:2,"Para ödeyip istediğini yiyememek biraz gereksiz israfa sebep oluyor, bence değişmeli",positive,FOOD#QUALITY
1182,NULL,NULL,conflict,FOOD#STYLE_OPTIONS
1183,1183:0,mantısı ficcini zeytinyağlı mezgiti ile cok guzel yer.,positive,RESTAURANT#GENERAL
1183,1183:1,ama meyhane kismina bir kere oturdugumuzda arkadaslarimizi bekliyorduk zorla 10 tane meze getirdiler eger meze istemiyorsak oturamayacagimizi soylediler.,positive,FOOD#QUALITY
1183,1183:2,terbiyesiz birkac garsonu dışında guzel bir yerdi,negative,SERVICE#GENERAL
1184,1184:0,Anadolu Yakasi'nda kebap yenebilecek en iyi ve en nezih yerlerden birisi.,positive,AMBIENCE#GENERAL
1184,1184:1,Yemekleri ve ozellikle ara sicaklari cok lezzetli.,positive,FOOD#QUALITY
1184,1184:2,Servis cok hizli.,positive,SERVICE#GENERAL
1184,1184:3,Calisanlar guleryuzlu.,NULL,NULL
1185,1185:0,Cerkez yemekleri sevenler icin guzel bir tercih .,positive,FOOD#QUALITY
1185,1185:1,"Ozellikle mantisini cok begenmistim, mezeleri vs lezzetliydi .",negative,SERVICE#GENERAL
1185,1185:2,"Sadece son gittigimde calisanlarin muamelesinden hic hosnut kalmadim, bu konuda daha dikkatli olmalilar.",NULL,NULL
1186,1186:0,Mekan dekorasyonu çok başarılı.,neutral,RESTAURANT#PRICES
1186,1186:1,Mezeler oldukça güzel ve çeşitli.,positive,AMBIENCE#GENERAL
1186,1186:2,Ancak balıklara gelince bir durdum.,conflict,FOOD#QUALITY
1186,1186:3,Bildiğin çiftlik balığı geldi.,positive,FOOD#STYLE_OPTIONS
1186,1186:4,Daha lezzetli bir ana yemek bekliyordum açıkçası.,NULL,NULL
1186,1186:5,Fiyatlar ortalama meyhane fiyatlarının üzerinde.,NULL,NULL
1187,1187:0,"Etler güzel, eti az ama öz pişiren nadir yerlerden:",positive,FOOD#QUALITY
1188,1188:0,Penne siciliano yedim yerken guzeldi ama sonra yagindan butun gun midem yandi.,conflict,FOOD#QUALITY
1188,1188:1,Arkadasim begendili tavuk yedi o da ayni seyi yasadi.,positive,SERVICE#GENERAL
1188,1188:2,"Servis, ilgi mukemmel yemekler midede rahatsizlik yaratabiliyor.",NULL,NULL
1189,1189:0,Yediğim en iyi sahanda yumurta.,positive,DRINKS#QUALITY
1189,1189:1,Yumurtanın neyi güzel demeyin.,positive,FOOD#QUALITY
1189,1189:2,Ortam mı yumurta mı tereyağı mı bilmiyorum.,NULL,NULL
1189,1189:3,"Kavurmalı efsane, saçma demeyin yanında bakır kapta ayranı da için.",NULL,NULL
1190,1190:0,"Yemekleri standart , mudur tarzinda kapida bekleyen kisi soguk ve ters birisi...",neutral,FOOD#QUALITY
1190,1190:1,Bize bakan garson yuksek ses ile siparis almasi ayri bir entresan...,negative,SERVICE#GENERAL
1190,1190:2,Ayni tarz mekanlarda insan iliskileri fark yaratir.,NULL,NULL
1191,1191:0,eskiden daha iyiydi.,negative,RESTAURANT#PRICES
1191,1191:1,simdi fabrikasyon .,negative,FOOD#QUALITY
1191,1191:2,servis .,negative,RESTAURANT#GENERAL
1191,1191:3,ok yavas.,NULL,NULL
1191,1191:4,fiyatlar asiri uçmus.,NULL,NULL
1191,1191:5,artik lezzete degil popülerligine gidiliyor.,NULL,NULL
1191,1191:6,nusretin yerinde olsam buna üzülürdüm.,NULL,NULL
1192,1192:0,"Konum olaral harika , lezzet olarak iyi ancak gerçekten servis her gidişimde aynı kötülükte hiç ödün vermiyorlar bu konuda.",positive,LOCATION#GENERAL
1192,1192:1,Birinin bu sorunu çözmesi gerekir,negative,RESTAURANT#GENERAL
1192,NULL,NULL,positive,FOOD#QUALITY
1192,NULL,NULL,negative,SERVICE#GENERAL
1193,1193:0,"Sıcak, samimi ve içten kütük ev cafe ...",positive,AMBIENCE#GENERAL
1193,1193:1,Serpme kahvaltıların vazgeçilmezi oldu bizim için haftasonu buraya gelip keyifli vakit geçirebilirsiniz.,positive,FOOD#QUALITY
1194,1194:0,"Paket olarak dönerlerini aldım, özenle paketlenmişti, uzun bir yolculuk yapmış olmama rağmen açtığımda hala sıcaklığını koruyordu.",positive,FOOD#STYLE_OPTIONS
1194,1194:1,Malzemeden kısılmaması ve etinin lezzeti beni çok memnun etti.,positive,FOOD#QUALITY
1194,NULL,NULL,positive,SERVICE#GENERAL
1195,1195:0,"Bir gun once ayni saatte oglen menusu getiren garson, bir gun sonra kustahca ""dun insiyatif alip getirdim ama bundan sonra vermem olur biter"" diyerek getirmedi.",negative,SERVICE#GENERAL
1195,1195:1,"Kesinlikle gitmeyin, muamele cok kotu.",NULL,NULL
1196,1196:0,Iftardan sonra çay veya kahve keyfi yapmak için ideal bir yer.,positive,DRINKS#QUALITY
1196,1196:1,"Hem bogazin huzuruyla kendinizi dinlendirebilir, arkadaslarla koyu bir sohbetle uzun saatlerce oturabilir ve canli müzik esliginde keyfinize keyif katabilirsiniz.",positive,AMBIENCE#GENERAL
1197,1197:0,Fiyatlari gercekten pahali fakat kaliteli ve hos bir mekan ariyorsaniz kesinlikle tercih edilebilir.,negative,RESTAURANT#PRICES
1197,1197:1,Ozellikle begendilerine kattiklari damla sakizi o kadar hos bir aroma veriyor ki anlatamam.,positive,FOOD#QUALITY
1197,1197:2,Baslangiclarinin bir cogunu denedik hepside enfes.,positive,RESTAURANT#GENERAL
1197,1197:3,Tatli olarak sufleyi tercih ettik ve ona da bayildik.,negative,FOOD#STYLE_OPTIONS
1197,1197:4,Mukemmel.,NULL,NULL
1197,1197:5,Tek eksik olarak etin orta pisimisini istememize ragmen cok pismis bir et ile karsilastik.,NULL,NULL
1198,1198:0,Yıllardır dizaynini aynen koruyan uskudardaki muhteşem yemekleri olan esnaf lokantasi.,negative,RESTAURANT#PRICES
1198,1198:1,Esnaf lokantasi na göre fiyatları pahali ve kredi kartı geçmiyor.,positive,FOOD#QUALITY
1198,1198:2,Ancak yemekleri gerçekten çok lezzetli.,negative,SERVICE#GENERAL
1198,1198:3,tatlilardan da irmik helvası ve fırında sutlaci öneririm.,NULL,NULL
1199,1199:0,Yıllardır İstanbul'daki favori pizzacım.,positive,RESTAURANT#GENERAL
1199,1199:1,Ben gittiğimde bir pizzayı hiç bir zaman kendim bitiremiyorum.,positive,FOOD#STYLE_OPTIONS
1199,1199:2,Mesela 3 kişiysek genelde 2 pizza söylüyoruz.,NULL,NULL
1199,1199:3,Birden çok pizza denemek adına pizzanın iki yarısını farklı yaptırın derim.,NULL,NULL
1200,1200:0,Servis porsiyonlar çok çok kötü.,negative,FOOD#STYLE_OPTIONS
1200,1200:1,Nerde Bebek şubesi nerde burası tek güzel yanı caddenin bir arka sokağında yeşilliklerin içinde bahçesinin olması,positive,AMBIENCE#GENERAL
1200,NULL,NULL,negative,SERVICE#GENERAL
1201,1201:0,Turk kahvesının ıcınden kocaman böcek çıktı.,negative,DRINKS#QUALITY
1201,1201:1,Kahveyı bıtırdığınızde dıbındekı bocekle karsilasiyorsunuz!,negative,FOOD#QUALITY
1201,1201:2,Yemekleri hesap edin artık!,negative,RESTAURANT#GENERAL
1201,1201:3,Bir daha asla!,NULL,NULL
1202,1202:0,Nedendir bilmiyorum ama burayı çok seviyorum.,conflict,DRINKS#QUALITY
1202,1202:1,Lynchburgleri çok güzel.,positive,RESTAURANT#GENERAL
1202,1202:2,Cin li kokteylleri de denemeye değer ama arkadaş bi jager mojito yapamıyorsunuz.,NULL,NULL
1202,1202:3,"Otur , 0 !",NULL,NULL
1203,1203:0,"Alkollü içki almadiginiz bir restda adam basi 80/90 tl hesap cookk fazla ,üstelik gayet az yedik .",negative,FOOD#PRICES
1203,1203:1,"Lezzet iyi ama fiyatla orantili degil ,Porsiyonlar az,personel iyi .",negative,RESTAURANT#PRICES
1203,NULL,NULL,positive,FOOD#QUALITY
1203,NULL,NULL,negative,FOOD#STYLE_OPTIONS
1203,NULL,NULL,positive,SERVICE#GENERAL
1204,1204:0,Manzara güzel.,negative,RESTAURANT#PRICES
1204,1204:1,Kurucesmede olmasına rağmen pek bir derme catma mekan.,negative,AMBIENCE#GENERAL
1204,1204:2,Sıkış Sıkış yerlestirilmis masalardan dolayi ortam çok ugultulu maalesef.,negative,FOOD#QUALITY
1204,1204:3,Çok daha keyifli bir yer olabilirdi.,NULL,NULL
1204,1204:4,O gürültü ortamdan sonra tekrar gidecegimi sanmıyorum.,NULL,NULL
1204,1204:5,"İthal peynir tabağındaki peynirler çok yetersiz, çoğu ithal bile değil.",NULL,NULL
1204,1204:6,Böylesi bir mekan için fiyat ortalamanın üstünde kalmış.,NULL,NULL
1205,1205:0,Açık ortamda yemek isteyenler için güzel bir ortam.,positive,AMBIENCE#GENERAL
1205,1205:1,Bahçesinde sakince yemeğinizi yiyebilirsiniz.,positive,FOOD#QUALITY
1205,1205:2,Kuzu sisleri ve lahmacunlari guzeldi...,negative,SERVICE#GENERAL
1205,1205:3,Serviste aksamalar var.,NULL,NULL
1205,1205:4,garsonlar sürekli bir şey düşürüyor...,NULL,NULL
1206,1206:0,Kahvaltisi bol cesitli doyurucu hatta genelde biteremiyosunuz fiyati biraz daha uygun olabilirdi calisanlar guler yuzlu ama bulundugu alan ve masalar daha genis olsa daha rahat oturup keyifle kahvaltimizi edebiliriz,negative,FOOD#PRICES
1206,NULL,NULL,positive,FOOD#STYLE_OPTIONS
1206,NULL,NULL,negative,AMBIENCE#GENERAL
1206,NULL,NULL,positive,SERVICE#GENERAL
1207,1207:0,"Merkezi konumu ve geniş menüsü nedeniyle Kadıköy'de çok tercih edilen, çoğu zaman dışarıda yer bile bulamayacağınız mekan.",negative,RESTAURANT#PRICES
1207,1207:1,Eskiden Midpoint-House Cafe gibi mekanların sunduğu menüleri daha uygun fiyata sunduğundan tercih ediyorduk.,positive,LOCATION#GENERAL
1207,1207:2,Fakat son iki gidişimde çok pahalanmış buldum.,neutral,RESTAURANT#GENERAL
1207,1207:3,"Yemeklerde bugüne dek bir sıkıntıya rastlamadım, ama çok lezzetli yapıyorlar diyebileceğim bir tek cajun tavuk var.",positive,FOOD#QUALITY
1207,1207:4,Şimdilerde gözümde ancak ortalama bir mekan yani.,positive,FOOD#STYLE_OPTIONS
1208,1208:0,Tuzla balıkçısının köklü müşterisiyimdir.,positive,RESTAURANT#PRICES
1208,1208:1,İlk açıldığı günden bu gününe gelir giderim.,negative,FOOD#QUALITY
1208,1208:2,Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır.,positive,AMBIENCE#GENERAL
1208,1208:3,Ama maalesef eski lezzet mi?,conflict,RESTAURANT#GENERAL
1208,1208:4,Yok.,NULL,NULL
1208,1208:5,Mekan ne kadar çok büyüdüyse kalite o kadar düştü.,NULL,NULL
1208,1208:6,Ah be Sezgin Abi eski lezzetine hasretiz,NULL,NULL
1209,1209:0,beşiktaşa otobüsle zincirlikuyudan geldiğinizde gözünüze direk çarpan bir mekan.,positive,LOCATION#GENERAL
1209,1209:1,pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,positive,AMBIENCE#GENERAL
1209,NULL,NULL,positive,FOOD#QUALITY
1209,NULL,NULL,positive,SERVICE#GENERAL
1210,1210:0,Bahariyede gezerken yemek yemek icin buraya gelebilirsiniz mekan guzel sik menu de cesitli gayet.,neutral,RESTAURANT#PRICES
1210,1210:1,Fiyatlar da cok pahali degil ortalama duruyordu,positive,AMBIENCE#GENERAL
1210,NULL,NULL,positive,FOOD#STYLE_OPTIONS
1211,1211:0,Cookshop diyince aklima ilk gelen Magnolia oluyor.,positive,FOOD#QUALITY
1211,1211:1,Buraya gelipte bu tatliyi denemeden gitmeyin.,negative,SERVICE#GENERAL
1211,1211:2,"Makarnalardan patlicanli,zeytinli penne guzel.",NULL,NULL
1211,1211:3,Arkadasim lasagne yedi ama pek begenmedi.,NULL,NULL
1211,1211:4,Servisin gelistirilmesi gerek siparis almaya gec geliyorlar.,NULL,NULL
1212,1212:0,Sadece adi num num - Hem Gmall hem Kanyon denedim ama olmadi.,positive,SERVICE#GENERAL
1212,1212:1,"Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",negative,FOOD#QUALITY
1212,NULL,NULL,negative,RESTAURANT#GENERAL
1212,NULL,NULL,positive,FOOD#STYLE_OPTIONS
1213,1213:0,Kurufasulye ve Sütlaç - Sürekli gittigim yerlerden biri.,positive,AMBIENCE#GENERAL
1213,1213:1,"Kendileri Rize'den, fasulyeleri Ispir'den...",positive,FOOD#QUALITY
1213,1213:2,"Tereyagini da manzarayla karistirinca, yeme de yaninda yat...",NULL,NULL
1213,1213:3,Bir de üzerine bolca findik dökülmüs firin sütlaci yedin mi daha ne olsun.,NULL,NULL
1214,1214:0,Ideal...,negative,SERVICE#GENERAL
1214,1214:1,- Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer.,positive,LOCATION#GENERAL
1214,1214:2,Künefesi düsündügümden güzelmis.,positive,DRINKS#QUALITY
1214,1214:3,Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi.,positive,FOOD#QUALITY
1214,1214:4,"Çayi, sahlepi, künefesi ve dondurmasi önerilebilir.",positive,RESTAURANT#GENERAL
1214,1214:5,Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler.,negative,DRINKS#STYLE_OPTIONS
1214,1214:6,Biz sormadan getirdigimizde bilgilendirmesi lazimdi.,NULL,NULL
1214,1214:7,Tabi bunlar ufak tefek seyler.,NULL,NULL
1214,1214:8,Yine de Tuzla'da ugrak olunabilecek bir mekan.,NULL,NULL
1215,1215:0,"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger.",positive,AMBIENCE#GENERAL
1215,1215:1,Hele kebaplari enfes.,positive,DRINKS#QUALITY
1215,1215:2,Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor.,positive,RESTAURANT#GENERAL
1215,1215:3,"Görülmesi gereken, kaliteli bir yer;)",positive,FOOD#QUALITY
1215,NULL,NULL,positive,FOOD#STYLE_OPTIONS
1215,NULL,NULL,negative,LOCATION#GENERAL
1216,1216:0,Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik.,negative,RESTAURANT#PRICES
1216,1216:1,Tatlilar muhtesemdi.,negative,DRINKS#STYLE_OPTIONS
1216,1216:2,Hesap gelene kadar tadimizda çok iyiydi.,positive,FOOD#QUALITY
1216,1216:3,342 TL çok fazla.,NULL,NULL
1216,1216:4,Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,NULL,NULL
1217,1217:0,Degisik pide türleri caniniz çekiyorsa denenebilir.,positive,LOCATION#GENERAL
1217,1217:1,Kusbasli kasarli pidesini denedik.,conflict,FOOD#QUALITY
1217,1217:2,eh iste.,neutral,RESTAURANT#GENERAL
1217,1217:3,ama çok pide yemeyenler için güzel diyebilirim.,positive,FOOD#STYLE_OPTIONS
1217,1217:4,çorbasi soguk geldi.,NULL,NULL
1217,1217:5,Tadi pek yoktu.,NULL,NULL
1217,1217:6,suflesi normal.,NULL,NULL
1217,1217:7,Besiktas ta merkezi yerde.,NULL,NULL
1218,1218:0,Herkesin sürekli ovdugu...,negative,FOOD#QUALITY
1218,1218:1,Fakat yemekleri baya standart hatta bazıları bi hayli kotu...,NULL,NULL
1218,1218:2,Tavsiye edebileceğim tek şeyi dondurması olur sanırım.,NULL,NULL
1219,1219:0,Geniş çay menüsü ve bence alelade demlenen çaylar.,negative,DRINKS#PRICES
1219,1219:1,Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum.,negative,DRINKS#STYLE_OPTIONS
1219,1219:2,Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim.,conflict,DRINKS#QUALITY
1219,1219:3,Tatlıları için gelinebilir.,positive,FOOD#QUALITY
1220,1220:0,"Miss Pizza ""çok iyi"" olmasa da İstanbul'da en iyiler arasında sayılabilir.",positive,FOOD#STYLE_OPTIONS
1220,1220:1,"Dışarıda yer vermiyorlar, içerisi boşken yerimiz yok diyorlar, Öğlen 12'den biraz önce gidince daha açılmadık diyorlar vb...",negative,RESTAURANT#GENERAL
1220,1220:2,Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer.,positive,FOOD#QUALITY
1220,1220:3,İyi bir kaliteye böyle bir hizmet hiç yakışmıyor.,negative,SERVICE#GENERAL
1220,1220:4,Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar.,NULL,NULL
1220,1220:5,Pizzaları gayet doyurucu ve çeşitli.,NULL,NULL
1220,1220:6,Değişik tatları tatmak isteyenler için iyi bir alternatif.,NULL,NULL
1220,1220:7,Özellikle kabaklı pizzası gayet başarılı.,NULL,NULL
1220,1220:8,Servis konusunda ise ciddi sıkıntıları olduğunu düşündüğüm bir yer.,NULL,NULL
1220,1220:9,Her seferinde mutlaka bir problemle karşılaşıyoruz.,NULL,NULL
1220,1220:10,Çalışanlar gerçekten burnundan kıl aldırmıyor.,NULL,NULL
1220,1220:11,Çok defa geri dönmüşlüğüm de vardır.,NULL,NULL
1221,1221:0,Manzara konum çok çok güzel.,neutral,RESTAURANT#PRICES
1221,1221:1,Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum.,positive,LOCATION#GENERAL
1221,1221:2,"Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil.",positive,AMBIENCE#GENERAL
1221,1221:3,Boğazda balıklı romantik akşam yemeği için ...,negative,FOOD#QUALITY
1222,1222:0,Happy moon's burger ve normal burger denedik.,negative,FOOD#STYLE_OPTIONS
1222,1222:1,Once kirk saat istegimiz soslari bekledik cunku tum soslar baskalari tarafindan kullaniliyordu.,negative,FOOD#QUALITY
1222,1222:2,Sorum su ki alti ustu bir mayonez ne kadar bulunmasi zor olabilir ya da maliyeti nedir ki bu kadar az alinir?,negative,SERVICE#GENERAL
1222,1222:3,Yemege gelince ise tatsiz tutsuz bir yemekti begenmedik.,NULL,NULL
1222,1222:4,Yemek bitince hadi kalkin tavirlarina girildi.,NULL,NULL
1222,1222:5,Baska bir sey almiyor musunuz?,NULL,NULL
1222,1222:6,Ne zaman kalkiyorsunuz?,NULL,NULL
1222,1222:7,Ozetle uzatmadan musteriye yoluncak kaz gozuyle bakilmaktadir.,NULL,NULL
1223,1223:0,Bendemi var bir hoşnutsuzluk anlamadım.,conflict,FOOD#QUALITY
1223,1223:1,"Bereketli bir mekan hafta içi,cumartesi kuyruk kapıda.",negative,RESTAURANT#GENERAL
1223,1223:2,Lakin bir kez soğuk gelen çorbayı garsona söylediğimde hiç oralı olmadı.,negative,SERVICE#GENERAL
1223,1223:3,anlaşılan müessesede bir doymuşluk var.,NULL,NULL
1223,1223:4,Fısıltılara göre Avrupa yakasındada yer arayışları varmış.,NULL,NULL
1223,1223:5,Bence orada en leziz olan lavaş.,NULL,NULL
1223,1223:6,lavaş yediriyor gibi.,NULL,NULL
1223,1223:7,Döneri çok beni sarmadı.,NULL,NULL
1224,1224:0,En önemli özelliği olan döneri hariç geri kalan her şey iyiydi.,positive,RESTAURANT#GENERAL
1224,1224:1,"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",negative,FOOD#QUALITY
1224,1224:2,Ama döneri methedildiği kadar değilmiş.,positive,SERVICE#GENERAL
1225,1225:0,"Manzarası süper, zaten süper olan başka birşeyde yok.",negative,FOOD#PRICES
1225,1225:1,Diğer lezzetlerin tamamı standart.,neutral,FOOD#QUALITY
1225,1225:2,Bu lezzetlere göre uygılanan fiyatlarda pahalı bence.,positive,AMBIENCE#GENERAL
1225,1225:3,Manzara parası eklenmiş yiyeceklerin üzerine,negative,RESTAURANT#GENERAL
1226,1226:0,"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun.",negative,AMBIENCE#GENERAL
1226,1226:1,Yine de ayda yılda bir gidilebilir.,positive,FOOD#QUALITY
1226,NULL,NULL,neutral,RESTAURANT#GENERAL
1227,1227:0,Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var.,positive,FOOD#PRICES
1227,1227:1,Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz.,negative,SERVICE#GENERAL
1227,1227:2,"ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",positive,FOOD#QUALITY
1227,NULL,NULL,positive,FOOD#STYLE_OPTIONS
1228,1228:0,Manzarası süper.,positive,FOOD#QUALITY
1228,1228:1,Gerçekten çok güzel bir konumda yer alıyor.,positive,LOCATION#GENERAL
